date,metric,High income,Upper middle income,Lower middle income,Low income,date_popup
2020-05-01,"Daily cases per 1,000",0.05082478228224617,0.00541626423270793,9.716196859732135e-4,2.8042411190624624e-4,2020-05-01
2020-05-01,"Daily tests per 1,000",0.44987401817776684,0.3318631621229105,0.023329087125726084,0.0059650631016152905,2020-05-01
2020-05-01,"Daily sequences per 100,000",0.0059149927056061135,1.0674194940837494e-4,1.8702932093825858e-5,7.720151857116345e-5,2020-05-01
2020-05-01,Test positivity (%),11.288011947380197,1.6320775701829584,4.1648422878140074,4.701108892382207,2020-05-01
2020-05-01,Cases sequenced (%),0.11862007813896369,0.020179934049314438,0.021902136102450464,0.045187528242205156,2020-05-01
2020-05-02,"Daily cases per 1,000",0.05048525767486798,0.005548422703974779,0.0010186615451496985,2.9626370250194475e-4,2020-05-02
2020-05-02,"Daily tests per 1,000",0.45637867385900943,0.3367829778033274,0.024388675487671783,0.0063838618769655586,2020-05-02
2020-05-02,"Daily sequences per 100,000",0.005123116703408281,1.0215089782091796e-4,2.530396695047028e-5,1.0293535809488459e-4,2020-05-02
2020-05-02,Test positivity (%),11.044167000263297,1.6474771795666339,4.176780923033811,4.640822564957621,2020-05-02
2020-05-02,Cases sequenced (%),0.10342340103045154,0.018836664711649194,0.028158667972575904,0.0427715996578272,2020-05-02
2020-05-03,"Daily cases per 1,000",0.05005104482128943,0.005732325116042821,0.001065176397525028,3.0944224187756593e-4,2020-05-03
2020-05-03,"Daily tests per 1,000",0.4617147618127333,0.3403308893085158,0.025379494175858823,0.006860190045359403,2020-05-03
2020-05-03,"Daily sequences per 100,000",0.004497106620589723,9.641208333659672e-5,2.2003449522148067e-5,1.6469657295181534e-4,2020-05-03
2020-05-03,Test positivity (%),10.821180407798987,1.6843387703331183,4.19699616605532,4.510694890834534,2020-05-03
2020-05-03,Cases sequenced (%),0.09162121033744512,0.017133467648710245,0.023247163846010787,0.040950040950040956,2020-05-03
2020-05-04,"Daily cases per 1,000",0.04954983273617297,0.005931156446187955,0.0011543845406679191,3.222406310788903e-4,2020-05-04
2020-05-04,"Daily tests per 1,000",0.46653393479576355,0.34339283026070794,0.026923348780972963,0.007402791060805652,2020-05-04
2020-05-04,"Daily sequences per 100,000",0.0040209109165653505,9.067326885227548e-5,2.2003449522148067e-5,1.6469657295181534e-4,2020-05-04
2020-05-04,Test positivity (%),10.60082622425972,1.7272219812175316,4.287670713101395,4.352961314618282,2020-05-04
2020-05-04,Cases sequenced (%),0.08274814119486554,0.01576107015671292,0.020580154556960724,0.039323633503735744,2020-05-04
2020-05-05,"Daily cases per 1,000",0.04898219474291432,0.0061338926944398495,0.0012128277748400945,3.3161766871154385e-4,2020-05-05
2020-05-05,"Daily tests per 1,000",0.46904457516737597,0.34642751961774904,0.027968769950286947,0.007959584349425645,2020-05-05
2020-05-05,"Daily sequences per 100,000",0.003782813064553164,8.722998016168275e-5,1.9803104569933262e-5,1.5954980504707112e-4,2020-05-05
2020-05-05,Test positivity (%),10.422210970134994,1.7706135763140403,4.336364369959185,4.1662686662209065,2020-05-05
2020-05-05,Cases sequenced (%),0.07874436704899081,0.014661398851780973,0.017629602060704595,0.03821169277799007,2020-05-05
2020-05-06,"Daily cases per 1,000",0.048390595196677724,0.006349456007018192,0.0012721619119722112,3.5290607847216263e-4,2020-05-06
2020-05-06,"Daily tests per 1,000",0.4713881736422623,0.3492622653346388,0.028969503427130252,0.008544888901117896,2020-05-06
2020-05-06,"Daily sequences per 100,000",0.0035473904693051595,8.60822172648185e-5,5.500862380537017e-5,1.5954980504707112e-4,2020-05-06
2020-05-06,Test positivity (%),10.244284582940606,1.817962212704137,4.391383218466969,4.130025358503996,2020-05-06
2020-05-06,Cases sequenced (%),0.07474650450170124,0.013977282257237903,0.046687084484948085,0.03590664272890485,2020-05-06
2020-05-07,"Daily cases per 1,000",0.04780387836525006,0.006576270213070805,0.0013353447498912765,3.781227067005146e-4,2020-05-07
2020-05-07,"Daily tests per 1,000",0.4747538966361596,0.35160522887326034,0.030014425690786672,0.009166687869542637,2020-05-07
2020-05-07,"Daily sequences per 100,000",0.003122024643800242,6.771801091499055e-5,5.280827885315537e-5,1.0808212599962881e-4,2020-05-07
2020-05-07,Test positivity (%),10.047529610905741,1.8703562043559052,4.4490098316329885,4.124965440973182,2020-05-07
2020-05-07,Cases sequenced (%),0.06659107884965765,0.010605483214575889,0.04269892807899302,0.03351206434316354,2020-05-07
2020-05-08,"Daily cases per 1,000",0.047198749061777505,0.006812042165341992,0.00140456197052568,3.996154650461687e-4,2020-05-08
2020-05-08,"Daily tests per 1,000",0.4789439214655299,0.35700139810888154,0.031085683045938964,0.013585720335053758,2020-05-08
2020-05-08,"Daily sequences per 100,000",0.0027153856156445976,6.427472222439781e-5,5.060793390094056e-5,2.2131101990400186e-4,2020-05-08
2020-05-08,Test positivity (%),9.832643056809598,1.9081275875744308,4.518356467992014,2.9414374445430345,2020-05-08
2020-05-08,Cases sequenced (%),0.05866024621121272,0.009717818835562357,0.03890326618291301,0.030165912518853696,2020-05-08
2020-05-09,"Daily cases per 1,000",0.0465772258387509,0.007053180899580143,0.0014760005092068714,4.150455644506663e-4,2020-05-09
2020-05-09,"Daily tests per 1,000",0.4854822335386936,0.3655244743910218,0.03226036829538742,0.014326726749424435,2020-05-09
2020-05-09,"Daily sequences per 100,000",0.0024130816012920466,5.968367063694082e-5,5.8309141233692385e-5,2.1101748409451342e-4,2020-05-09
2020-05-09,Test positivity (%),9.571288164653794,1.9296056471542762,4.57527482542073,2.8970020278172774,2020-05-09
